customerKey,sex,isMarried,isEmployed,hasNewBaby,age,educationLevel,occupationCategory,annualIncome,race,primaryLanguage,childrenNum,avgPurchaseAmount
2caa4b5294,Female,1,0,0,65,"College advanced",NULL,132281,"African american",English,0,293.44
2caa4c5689,Female,1,1,0,20,College,"Architecture and engineering",68367,White,Spanish,1,399.30
2caa4d3290,Female,0,1,0,44,College,"Healthcare practice",71000,White,Spanish,0,228.16
2caa4e0e74,Male,0,0,0,71,Basic,NULL,65842,White,Spanish,0,202.61
2caa4ee015,Female,0,1,0,42,"College advanced",Sales,107363,White,English,0,298.38
2caa4fb268,Male,1,1,0,62,"College advanced","Food preparation",102902,White,English,0,323.36
d6f16fac-5,Female,0,0,0,72,College,NULL,29324,White,English,0,188.57
2caa508e44,Male,1,1,0,33,College,Sales,54262,White,Spanish,2,317.94
2caa516023,Female,0,1,0,44,College,"Sanitation and maintenance",56647,White,English,0,269.97
2caa523c69,Male,1,1,0,36,"High school","Machine maintenance",79383,White,English,3,342.56
2caa530e84,Male,0,0,0,53,"College advanced",NULL,41093,White,Spanish,0,286.11
d6f1715a-5,Male,1,1,0,37,"College advanced","Construction and extraction",0,White,English,1,249.16
d6f171e6-5,Male,1,1,0,52,"High school",Education,94560,White,English,0,321.95
2caa53ea55,Male,1,1,0,52,"High school",Education,94560,White,English,0,323.99
2caa54c638,Female,0,1,0,35,"College advanced","Office administrative support",54768,White,English,2,288.80
2caa55c078,Female,1,0,0,84,"High school",NULL,116694,"African american",English,0,300.80
2caa56ba15,Male,0,0,0,52,Basic,NULL,71587,White,English,0,256.39
97075cea-a,Male,0,1,1,29,"High school","Food preparation",34873,White,Spanish,2,272.08
d6f17268-5,Female,1,1,0,30,College,"Sanitation and maintenance",84489,White,English,0,326.04
2caa579697,Female,1,1,0,30,College,"Sanitation and maintenance",84489,White,English,0,374.33
2caa586858,Female,0,1,0,70,College,Management,127046,White,English,0,284.99
2caa593a79,Female,1,0,0,83,College,NULL,91446,White,English,0,287.18
2caa5a0c01,Female,0,1,0,36,"High school","Healthcare support",128768,White,English,2,368.09
2caa5ade32,Male,1,1,0,59,"College advanced",Transportation,46007,White,English,0,280.12
2caa5c1e25,Female,1,1,0,23,"High school",Management,139505,White,English,1,382.84
2caa5cfa59,Male,1,1,0,36,"High school","Construction and extraction",43638,Mixed,Spanish,0,323.27
2caa5dcc47,Male,0,1,0,51,College,Management,65885,White,English,0,260.77
2caa5e9e99,Male,1,0,0,62,College,NULL,84180,White,European,0,395.94
d6f172ea-5,Female,0,1,0,28,"College advanced","Sports, media, and entertainment",88810,White,English,1,297.35
2caa5f7017,Female,0,1,0,28,"College advanced","Sports, media, and entertainment",88810,White,English,1,278.12
2caa604c41,Male,1,1,0,24,College,Sales,61942,"African american",English,3,284.07
2caa613257,Male,1,1,0,41,"High school","Architecture and engineering",62529,White,English,0,265.44
2caa620e58,Male,0,1,0,62,College,"Construction and extraction",68611,White,Spanish,0,270.13
d6f17376-5,Male,0,1,0,59,College,"Business and finance",43865,White,Asian,0,238.10
2caa62e084,Male,0,1,0,59,College,"Business and finance",43865,White,Asian,0,256.73
2caa63bc07,Female,0,1,0,26,College,Sales,42180,White,English,3,373.91
d6f17484-5,Male,0,1,0,48,College,"Office administrative support",75770,White,Spanish,0,203.71
2caa648e32,Male,0,1,0,48,College,"Office administrative support",75770,White,Spanish,0,291.38
2caa656099,Male,0,1,0,44,Basic,"Office administrative support",79822,"African american",Spanish,0,262.11
2caa663249,Male,1,1,0,27,College,"Business and finance",105994,White,English,0,352.14
2caa670e57,Male,0,1,0,56,College,"Office administrative support",60303,White,English,0,278.78
2caa67ea63,Male,0,0,0,69,College,NULL,57624,White,English,0,242.27
2caa68da95,Male,0,0,0,57,College,NULL,55088,White,Spanish,0,278.32
2caa69b644,Female,0,1,0,26,"High school","Construction and extraction",144324,White,English,2,324.06
d6f1761e-5,Male,1,1,0,27,"High school","Fire and safety",46375,White,Other,1,325.71
2caa6a8888,Male,1,1,0,27,"High school","Fire and safety",46375,White,Other,1,387.72
2caa6b7819,Female,1,1,0,64,"High school","Office administrative support",53287,"African american",English,0,293.90
2caa6c6866,Female,1,0,0,45,"High school",NULL,74643,White,English,0,337.84
2caa6d3a38,Female,0,1,0,41,"High school","Fire and safety",65156,White,English,0,248.94
2caa6e1693,Male,1,1,1,26,"High school",Management,58218,White,English,3,385.85
97075fe2-a,Male,1,1,1,26,"High school",Management,58218,White,English,3,368.86
2caa6ee880,Female,0,0,0,70,College,NULL,99009,White,English,0,299.87
2caa6fc424,Male,0,0,0,61,"High school",NULL,59414,White,English,0,233.49
2caa709658,Female,1,1,0,68,"College advanced",Transportation,45722,White,English,0,310.77
2caa716891,Female,1,1,0,45,"College advanced",Sales,118994,Asian,English,0,313.77
2caa723a38,Female,1,1,0,63,"High school",Transportation,68152,White,English,0,254.59
2caa730c07,Male,1,0,0,69,"High school",NULL,174850,White,Spanish,0,254.56
2caa73e894,Female,0,0,0,40,"College advanced",NULL,72087,White,English,2,273.28
2caa74d887,Female,0,0,0,19,College,NULL,139289,White,English,3,350.58
2caa75c823,Female,0,1,0,56,"High school",Sales,191507,White,Spanish,0,279.92
d6f17876-5,Male,1,1,0,62,"High school","Material production",40662,White,English,0,283.18
2caa76a421,Male,1,1,0,62,"High school","Material production",40662,White,English,0,284.56
d6f178f8-5,Female,0,0,0,61,Basic,NULL,16266,White,English,0,210.80
2caa778071,Female,0,1,0,58,"High school",Management,91553,White,English,0,289.72
d6f1798e-5,Male,1,0,0,74,College,NULL,198138,White,English,0,343.24
2caa785290,Male,1,0,0,74,College,NULL,198138,White,English,0,323.77
2caa792497,Male,1,0,0,78,College,NULL,43762,White,English,0,337.46
2caa7a0024,Female,0,1,0,48,College,"Business and finance",127225,White,English,0,242.14
2caa7ad280,Male,1,1,0,48,College,"Office administrative support",189589,"African american",English,0,371.89
2caa7bae69,Male,1,0,0,24,"High school",NULL,43713,"Native american",English,2,273.19
2caa7c9402,Female,0,1,0,23,Basic,Sales,175208,White,English,3,302.62
2caa7d7011,Male,0,1,0,23,College,"Construction and extraction",48557,White,English,3,294.07
2caa7e4c56,Male,1,1,0,36,"High school",Sales,47567,White,Other,3,397.15
d6f17a2e-5,Female,0,1,0,59,"High school","Sanitation and maintenance",65379,White,European,0,283.39
2caa7f1e46,Female,0,1,0,59,"High school","Sanitation and maintenance",65379,White,European,0,229.16
2caa800e56,Male,0,0,0,73,College,NULL,52083,White,English,0,234.84
2caa80f438,Female,1,1,0,46,"High school","Business and finance",132620,White,Spanish,0,269.59
2caa81c652,Female,0,1,0,48,College,Management,110132,White,Spanish,0,314.83
2caa82a292,Female,1,0,0,19,Basic,NULL,104567,"African american",English,1,365.73
2caa837477,Male,0,0,0,24,"College advanced",NULL,158336,"African american",Spanish,3,427.84
2caa844676,Male,1,0,0,68,College,NULL,166941,White,Spanish,0,406.00
d6f17aba-5,Male,1,1,0,31,Basic,Science,113751,"African american",English,5,326.94
2caa851879,Male,1,1,0,31,Basic,Science,113751,"African american",English,5,333.23
2caa85f419,Female,1,1,0,21,"High school",Sales,61839,"African american",English,3,366.87
2caa86c680,Female,0,1,0,30,Basic,"Food preparation",99995,White,English,3,348.12
2caa879885,Male,0,1,0,58,"High school","Social services",41880,White,English,0,243.08
2caa894615,Male,1,1,0,54,"High school","Sanitation and maintenance",99022,White,Asian,0,306.46
d6f17c4a-5,Male,1,1,0,64,College,"Food preparation",72664,White,Spanish,0,308.94
2caa8a2c29,Male,1,1,0,64,College,"Food preparation",72664,White,Spanish,0,338.32
2caa8b0840,Female,0,1,0,54,"High school",Transportation,154878,White,English,0,272.69
2caa8bf865,Female,0,1,0,33,Basic,Education,139367,White,English,2,332.73
2caa8cd443,Female,0,1,0,31,"High school",Transportation,76917,White,English,2,324.83
2caa8da663,Male,0,1,0,36,"High school","Office administrative support",193308,White,English,6,457.92
2caa8e8217,Female,0,0,0,32,"High school",NULL,73766,White,English,1,325.67
2caa8f5473,Female,0,1,0,69,"College advanced","Material moving",70008,White,English,0,200.37
2caa911615,Male,0,1,0,55,"High school",Legal,113186,White,English,0,258.05
2caa91f272,Male,1,1,0,54,"High school","Construction and extraction",123607,White,English,0,362.77
2caa92c440,Male,0,1,0,78,"College advanced","Office administrative support",113000,"African american",English,0,301.10
2caa93b431,Male,1,1,0,36,"High school","Business and finance",72676,"African american",English,1,289.74
d6f18014-5,Female,1,0,0,47,"High school",NULL,47316,White,Spanish,0,249.09
2caa94ae47,Female,1,0,0,47,"High school",NULL,47316,White,Spanish,0,283.66
d6f180b4-5,Male,0,0,0,61,College,NULL,57921,"African american",Spanish,0,286.80
2caa958058,Male,0,0,0,61,College,NULL,57921,"African american",Spanish,0,231.94
d6f18136-5,Male,1,0,0,74,College,NULL,45928,White,English,0,270.86
2caa965c14,Male,1,0,0,74,College,NULL,45928,White,English,0,345.86
d6f181c2-5,Male,1,0,0,69,"High school",NULL,69985,White,English,0,280.02
2caa972e52,Male,1,0,0,69,"High school",NULL,69985,White,English,0,258.92
2caa980051,Female,0,1,0,26,College,"Sanitation and maintenance",99296,White,European,0,240.86
d6f18244-5,Male,1,1,0,20,College,Transportation,94831,"African american",Spanish,5,410.25
2caa98dc78,Male,1,1,0,20,College,Transportation,94831,"African american",Spanish,5,320.56
2caa99ae02,Male,1,1,0,38,Basic,Education,47304,White,English,0,293.32
2caa9a8a13,Male,0,1,0,44,College,"Construction and extraction",71259,White,Spanish,0,231.53
2caa9b5c58,Male,1,1,0,49,"High school","Office administrative support",87058,White,English,0,384.73
2caa9c4c87,Male,1,1,0,56,"High school",Management,70363,"African american",European,0,260.35
2caa9d1e03,Female,1,1,0,32,"High school",Sales,157963,White,English,0,303.36
2caa9dfa29,Female,0,0,0,65,"High school",NULL,41030,White,English,0,294.22
d6f18352-5,Male,1,1,0,43,"High school","Personal care",43808,White,Spanish,0,270.15
2caa9ef485,Male,1,1,0,43,"High school","Personal care",43808,White,Spanish,0,243.92
d6f183d4-5,Male,1,0,0,82,"High school",NULL,167838,White,Spanish,0,359.02
2caa9fd096,Male,1,0,0,82,"High school",NULL,167838,White,Spanish,0,360.45
2caaa0ac22,Male,0,1,0,38,"High school","Sanitation and maintenance",92247,White,English,3,439.73
2caaa17e11,Female,0,0,0,78,College,NULL,73244,White,English,0,266.91
2caaa25002,Male,1,0,0,60,College,NULL,118706,White,English,0,323.72
2caaa32c01,Male,1,1,0,48,"High school","Food preparation",128507,White,English,0,304.78
2caaa3fe42,Female,0,0,0,34,College,NULL,80003,White,English,4,427.18
2caaa4d070,Female,1,1,0,36,College,"Material production",60683,Asian,Spanish,3,372.00
d6f18474-5,Female,0,1,0,24,"High school","Office administrative support",21403,"African american",Spanish,5,254.56
2caaa5ac10,Female,0,0,0,20,Basic,NULL,171290,White,English,0,275.57
2caaa67e65,Female,0,1,0,60,"High school","Machine maintenance",140379,White,Spanish,0,256.43
2caaa75096,Female,1,1,0,52,College,"Healthcare practice",76253,Asian,English,0,293.42
2caaa82268,Female,1,1,0,34,College,"Material production",93584,White,English,2,328.88
2caaa91244,Male,1,1,0,52,"High school",Sales,175743,Mixed,European,0,324.61
d6f18500-5,Female,0,1,0,42,Basic,Sales,110897,White,English,0,331.11
2caaa9ee71,Female,0,1,0,42,Basic,Sales,110897,White,English,0,287.47
2caaaaca98,Male,0,1,0,41,College,Sales,100979,White,English,0,277.87
d6f18596-5,Male,0,0,0,46,"High school",NULL,71322,White,Spanish,0,233.00
2caaab9c35,Male,0,0,0,46,"High school",NULL,71322,White,Spanish,0,273.40
2caaac8c89,Female,1,1,0,63,College,"Healthcare practice",86789,White,English,0,352.02
2caaad6876,Male,1,0,0,70,"High school",NULL,42210,White,English,0,284.58
2caaae3a59,Male,1,1,0,45,"High school","Software engineering and math",164055,White,English,0,289.90
2caaaf0c33,Male,0,1,0,31,"High school","Food preparation",71678,White,English,1,247.46
d6f186a4-5,Male,1,0,0,78,"High school",NULL,96683,White,English,0,314.04
2caaafde46,Male,1,0,0,78,"High school",NULL,96683,White,English,0,383.34
2caab0b051,Female,0,1,0,40,"High school","Food preparation",78477,White,English,0,318.88
2caab18263,Female,0,1,0,28,"High school","Software engineering and math",108070,"African american",English,3,377.52
2caab27c95,Female,1,1,0,61,College,Management,123924,"African american",Spanish,0,360.68
2caab36c26,Male,0,1,0,39,"High school","Software engineering and math",51266,White,English,0,260.01
2caab44841,Female,0,1,0,30,College,Transportation,92199,White,Spanish,0,270.21
2caab51a77,Male,0,0,0,56,"High school",NULL,93577,"African american",Spanish,0,340.67
2caab5f600,Male,0,1,0,21,College,Management,143466,"African american",English,4,426.49
2caab6c852,Female,0,0,0,61,"High school",NULL,82812,White,English,0,280.77
2caab79a03,Female,0,0,0,61,"College advanced",NULL,44623,White,English,0,224.50
2caab87623,Male,1,1,0,62,College,Sales,71717,White,European,0,272.73
2caab94853,Female,1,0,0,79,"High school",NULL,42240,White,European,0,263.55
2caaba1a40,Female,0,1,0,63,Basic,Education,50169,White,Spanish,0,324.68
2caabbc874,Female,0,0,0,63,"High school",NULL,131242,White,English,0,232.22
2caabcb869,Female,1,0,0,22,"High school",NULL,114960,"African american",English,0,386.66
2caabd9497,Female,0,1,0,33,"High school",Sales,69113,"African american",English,0,223.04
2caabe8e79,Female,0,0,0,79,Basic,NULL,53295,White,Spanish,0,238.17
2caabf6039,Male,0,1,0,31,College,Education,81202,White,English,2,385.29
2caac03276,Female,1,1,0,35,"High school",Sales,97036,White,Spanish,3,390.66
2caac10e66,Female,1,1,0,62,"High school",Transportation,112336,White,English,0,371.69
2caac1ea84,Female,0,0,0,79,"College advanced",NULL,54567,"African american",English,0,236.74
2caac2bc22,Male,1,0,0,23,"High school",NULL,44706,White,English,3,282.35
2caac38e91,Female,0,0,0,30,College,NULL,42601,White,English,0,268.47
d6f187b2-5,Male,1,1,0,43,College,"Office administrative support",15737,White,English,0,245.90
d6f18834-5,Female,1,1,0,32,College,"Software engineering and math",2204,White,English,1,234.05
2caac46062,Male,1,1,0,43,"High school","Software engineering and math",132025,White,Other,0,321.81
2caac53218,Female,0,0,0,39,"High school",NULL,69048,White,English,1,269.73
2caac60e51,Male,1,1,0,41,"High school",Education,199743,White,English,0,369.43
2caac6e007,Female,1,1,0,62,College,"Office administrative support",103355,White,English,0,303.56
2caac7bc78,Male,0,0,0,42,College,NULL,135381,White,Spanish,0,327.39
2caac8a287,Female,0,0,0,35,College,NULL,118467,"African american",English,2,389.80
2caac97415,Female,0,0,0,70,College,NULL,177443,White,English,0,259.20
2caaca4677,Male,0,1,0,52,"College advanced",Sales,46975,White,English,0,235.83
9707615e-a,Male,1,1,1,36,"High school","Social services",11158,"African american",English,1,315.35
2caacb2248,Female,1,1,0,21,"High school","Architecture and engineering",90247,White,English,4,387.07
2caacbf433,Male,0,1,0,36,College,"Fire and safety",92186,White,Spanish,1,328.60
2caaccda70,Female,0,1,0,52,"High school","Construction and extraction",57187,White,Spanish,0,282.11
2caacdb613,Male,1,1,0,37,Basic,Sales,90844,White,English,6,409.03
2caace8826,Female,1,0,0,78,"College advanced",NULL,46016,White,English,0,263.29
2caacf6e88,Female,1,0,0,41,"High school",NULL,76850,"African american",English,0,311.96
2caad04011,Male,0,1,0,41,College,"Food preparation",59347,White,English,0,266.26
2caad11c58,Female,0,0,0,71,Basic,NULL,146908,White,European,0,323.03
d6f188b6-5,Female,1,1,0,39,"High school",Education,197373,"African american",Asian,1,404.09
2caad24888,Female,1,1,0,39,"High school",Education,197373,"African american",Asian,1,304.62
d6f18942-5,Female,1,0,0,24,Basic,NULL,96419,White,English,1,337.50
2caad34c73,Female,1,0,0,24,Basic,NULL,96419,White,English,1,309.23
d6f189c4-5,Male,1,0,0,48,"High school",NULL,85118,White,English,0,333.09
2caad43250,Male,1,0,0,48,"High school",NULL,85118,White,English,0,334.11
2caad50493,Male,1,0,0,34,"High school",NULL,112546,White,Other,0,277.12
2caad6d096,Female,1,1,0,49,College,"Food preparation",42967,"African american",English,0,301.50
2caad7a298,Female,1,0,0,63,"High school",NULL,57018,White,English,0,360.23
d6f18a50-5,Female,0,1,1,37,"High school",Education,46495,White,English,2,330.67
2caad87e47,Female,0,1,1,37,"High school",Education,46495,White,English,2,436.19
2caad95090,Male,1,1,0,59,"High school","Machine maintenance",84266,White,English,0,314.06
d6f18adc-5,Male,0,1,0,44,College,"Sports, media, and entertainment",94815,White,English,0,320.51
2caada2251,Male,0,1,0,44,College,"Sports, media, and entertainment",94815,White,English,0,271.01
2caadafe08,Female,0,0,0,30,"High school",NULL,109875,White,English,1,359.77
2caadbd054,Male,1,1,0,54,Basic,Management,84609,White,English,0,302.55
2caadca279,Female,0,1,0,49,"High school","Food preparation",94243,White,English,0,295.37
2caadda693,Female,1,0,0,60,Basic,NULL,61338,White,English,0,341.56
2caade7877,Male,0,1,0,25,"High school",Management,52752,White,English,0,211.38
2caadf5484,Male,1,0,0,44,College,NULL,98066,"African american",English,0,384.48
2caae02644,Female,0,1,0,29,College,Sales,191910,White,English,3,439.72
2caae0f804,Male,0,0,0,73,"High school",NULL,105376,White,Spanish,0,258.30
2caae1d413,Female,0,1,0,25,College,Transportation,69949,"African american",English,1,306.99
d6f18c08-5,Female,1,1,0,30,College,"Office administrative support",31360,"African american",English,0,270.58
2caae2a676,Female,1,1,0,23,"High school","Office administrative support",119017,White,English,0,305.28
2caae37844,Male,1,0,0,54,"High school",NULL,81847,White,Spanish,0,385.10
2caae44a30,Female,0,1,0,52,College,Transportation,109986,White,English,0,263.38
2caae51c71,Female,0,1,0,66,College,"Healthcare technology",42355,Mixed,Spanish,0,251.73
d6f18ca8-5,Female,0,1,0,46,"College advanced","Personal care",88926,White,English,0,312.58
2caae5ee57,Female,0,1,0,46,"College advanced","Personal care",88926,White,English,0,222.55
d6f18db6-5,Male,1,1,0,59,"College advanced",Sales,99940,White,European,0,323.54
2caae6ca66,Male,1,1,0,59,"College advanced",Sales,99940,White,European,0,375.38
2caae7c426,Female,0,0,0,31,"High school",NULL,121847,White,European,2,333.79
2caae89644,Female,0,1,0,33,College,"Sanitation and maintenance",117504,"African american",Spanish,1,288.50
2caae96875,Female,0,1,0,31,"College advanced","Healthcare practice",94027,White,English,4,418.19
2caaea4433,Female,0,1,0,43,Basic,"Office administrative support",43878,White,English,0,218.53
2caaeb1604,Male,1,0,0,64,"High school",NULL,71495,White,English,0,284.21
2caaebe889,Female,1,1,0,42,"High school","Food preparation",50970,"African american",Spanish,0,324.97
2caaecce62,Male,1,1,0,22,"College advanced","Material production",59378,Asian,English,0,279.10
2caaedaa44,Male,0,1,0,79,"High school","Personal care",170711,White,Spanish,0,264.29
2caaee8677,Male,0,1,0,40,"High school",Transportation,48274,White,English,6,335.68
2caaef5834,Female,0,1,0,29,"High school",Sales,70866,White,English,5,304.02
2caaf02a11,Female,1,0,0,65,"High school",NULL,68373,White,European,0,321.61
2caaf11a37,Female,0,1,0,71,"High school",Legal,140609,White,English,0,313.62
2caaf20a60,Male,1,1,0,19,"High school",Management,91469,White,English,5,463.46
2caaf2e688,Male,0,1,0,57,"High school",Management,92619,"African american",English,0,279.15
2caaf3b892,Male,0,1,0,58,"High school",Sales,93809,White,English,0,234.71
2caaf48a98,Female,0,1,0,29,"College advanced",Education,55921,"African american",European,0,300.33
2caaf55c06,Male,1,0,0,68,Basic,NULL,59502,Asian,English,0,321.18
2caaf63832,Male,1,0,0,57,"High school",NULL,71438,White,English,0,262.25
d6f18ee2-5,Female,1,1,0,46,College,Sales,77755,White,English,0,304.04
2caaf70a19,Female,1,1,0,46,College,Sales,77755,White,English,0,251.38
d6f18f6e-5,Male,0,1,0,54,"High school","Office administrative support",113504,White,English,0,301.61
2caaf8b863,Male,0,1,0,54,"High school","Office administrative support",113504,White,English,0,299.66
2caaf98a86,Female,0,1,0,51,Basic,"Sports, media, and entertainment",184855,White,English,0,275.88
2caafa5c48,Male,1,1,0,44,College,Legal,53743,White,English,0,266.38
2caafb2e17,Female,1,1,0,58,College,"Business and finance",78738,White,English,0,310.43
2caafc1e24,Female,1,1,0,53,College,Sales,65168,White,Spanish,0,311.26
2caafd0e84,Male,1,1,0,56,"High school","Social services",79280,White,English,0,293.62
2caafdea15,Female,0,1,0,29,"High school","Sanitation and maintenance",42886,White,English,6,380.48
2caafebc12,Female,0,0,0,68,"High school",NULL,193878,Asian,English,0,278.07
2caaff9847,Female,1,0,0,62,"High school",NULL,100319,White,English,0,351.96
2cab006a79,Female,1,1,0,27,College,"Business and finance",176453,White,English,2,453.12
2cab014601,Female,0,1,0,40,College,"Sanitation and maintenance",86907,"African american",English,7,408.84
2cab021859,Female,0,0,0,78,College,NULL,51535,White,English,0,232.25
2cab02ea35,Male,0,0,0,76,"College advanced",NULL,186464,White,English,0,263.18
d6f19090-5,Female,1,1,0,59,College,Sales,104286,White,Spanish,0,296.21
2cab03bc33,Female,1,1,0,59,College,Sales,104286,White,Spanish,0,390.67
d6f19112-5,Female,0,1,0,30,"High school","Business and finance",9533,"African american",English,3,278.17
2cab048e10,Female,0,0,0,25,"College advanced",NULL,44288,White,Spanish,2,327.40
2cab056a59,Male,0,1,0,49,College,Sales,172163,White,English,0,230.72
2cab065047,Female,0,1,0,23,College,"Construction and extraction",91342,"African american",Spanish,2,392.98
2cab072c34,Male,0,1,0,28,"High school","Healthcare support",98219,White,Other,2,356.82
d6f19194-5,Male,1,0,0,72,"High school",NULL,112938,White,Spanish,0,356.01
2cab07fe58,Male,1,0,0,72,"High school",NULL,112938,White,Spanish,0,261.12
2cab08da68,Female,0,0,0,69,"High school",NULL,148420,White,Asian,0,262.70
d6f19220-5,Male,1,1,0,53,"High school","Sanitation and maintenance",58449,White,English,0,232.92
2cab09b616,Male,1,1,0,53,"High school","Sanitation and maintenance",58449,White,English,0,287.15
2cab0b7892,Male,1,0,0,70,"High school",NULL,80209,White,English,0,408.95
2cab0c5437,Male,1,0,0,45,"High school",NULL,67111,White,English,0,261.90
d6f1941e-5,Male,1,1,0,58,College,Legal,0,White,English,0,255.15
2cab0d4442,Male,1,1,0,49,College,"Material production",185676,"African american",English,0,367.28
2cab0e1665,Female,0,0,0,59,"High school",NULL,60158,"African american",Spanish,0,230.53
2cab0ef216,Male,1,1,0,40,College,"Architecture and engineering",96950,White,English,5,509.58
2cab0fd883,Male,0,1,0,43,"High school","Office administrative support",152730,"African american",Spanish,0,276.82
2cab10c851,Male,1,1,0,53,"High school",Sales,46558,White,English,0,293.98
d6f194b4-5,Female,1,1,0,36,College,"Material moving",92401,"African american",English,6,352.06
2cab11ae89,Female,1,1,0,36,College,"Material moving",92401,"African american",English,6,444.39
2cab128054,Male,0,1,0,28,"High school","Fire and safety",55056,White,English,1,258.55
d6f19536-5,Male,0,1,0,54,"High school",Legal,60332,White,English,0,295.98
2cab135c00,Male,0,1,0,54,"High school",Legal,60332,White,English,0,230.14
2cab142e69,Male,1,0,0,58,"High school",NULL,192404,White,Spanish,0,321.12
2cab150a21,Male,0,1,0,33,"High school","Office administrative support",65523,White,English,3,338.63
2cab15dc51,Male,0,1,0,46,College,"Construction and extraction",65204,White,English,0,202.70
2cab16b858,Female,1,1,0,30,Basic,"Construction and extraction",95843,"African american",English,3,321.77
2cab179479,Female,0,0,0,52,"High school",NULL,120252,White,English,0,274.75
2cab187007,Male,1,1,0,49,Basic,"Construction and extraction",50314,White,English,0,274.86
2cab194258,Female,1,1,0,57,"High school",Transportation,108535,White,Spanish,0,317.18
2cab1a1420,Female,1,0,0,73,College,NULL,55454,White,English,0,311.54
2cab1b0406,Male,0,1,0,23,"High school","Office administrative support",40068,White,English,3,324.98
2cab1be086,Male,0,1,0,24,"High school","Healthcare practice",79641,White,English,3,355.03
2cab1cd086,Female,1,1,0,45,"High school","Construction and extraction",186627,White,English,0,303.47
d6f19644-5,Female,0,1,0,50,"High school",Transportation,27970,White,Spanish,0,258.45
2cab1da262,Female,1,1,0,49,"High school","Personal care",85314,White,English,0,273.18
2cab1e7e46,Female,1,0,0,32,Basic,NULL,158467,"African american",English,2,417.25
2cab1f5a10,Male,1,1,0,34,Basic,"Office administrative support",72437,White,English,3,408.59
2cab202c39,Male,1,1,0,22,"High school",Management,162139,White,Spanish,3,484.88
2cab210896,Male,1,0,0,68,"College advanced",NULL,79096,White,English,0,310.47
2cab21e406,Male,0,1,0,72,"High school","Business and finance",80312,"African american",English,0,290.73
2cab22b697,Female,1,0,0,80,College,NULL,114287,"African american",English,0,314.69
2cab238853,Female,0,1,0,35,Basic,"Healthcare support",46399,"African american",English,0,290.75
2cab245a90,Female,0,1,0,41,"High school","Food preparation",46786,White,Spanish,0,263.68
d6f197d4-5,Female,0,0,0,47,"High school",NULL,67670,White,English,0,257.58
2cab254a86,Female,0,0,0,47,"High school",NULL,67670,White,English,0,249.55
2cab262600,Male,0,1,0,61,College,"Material moving",51891,White,English,0,249.59
2cab26f897,Male,0,1,0,40,Basic,"Business and finance",115011,Asian,English,2,393.74
2cab27d417,Male,1,1,0,57,"High school",Sales,44838,White,Spanish,0,345.32
2cab28a633,Female,0,1,0,46,"High school",Education,79196,"African american",English,0,256.13
2cab297860,Female,1,1,0,40,"High school",Education,84080,White,Spanish,5,441.24
2cab2a4a05,Male,1,1,0,49,Basic,"Sanitation and maintenance",115134,White,English,0,389.26
2cab2b1c58,Male,1,1,0,41,"High school","Food preparation",145754,Mixed,Spanish,0,331.45
2cab2bee80,Male,0,1,0,49,"High school","Business and finance",40752,"African american",English,0,242.11
2cab2cd400,Male,0,1,0,49,"High school","Food preparation",167030,White,English,0,310.30
d6f198ec-5,Male,0,1,0,40,"High school","Material moving",75775,White,Spanish,0,303.07
2cab2da633,Male,0,1,0,40,"High school","Material moving",75775,White,Spanish,0,264.38
2cab2e9616,Female,1,1,0,19,"High school","Material moving",49143,White,English,3,314.78
2cab2f8651,Female,0,0,0,28,College,NULL,90359,White,English,1,348.24
2cab306241,Male,0,1,0,70,Basic,"Construction and extraction",58989,"African american",European,0,248.00
d6f19aa4-5,Male,1,1,0,20,College,"Office administrative support",94885,"African american",English,0,354.94
2cab320642,Male,1,1,0,20,College,"Office administrative support",94885,"African american",English,0,365.02
2cab32e252,Female,0,1,0,51,"High school",Management,46970,White,English,0,259.05
2cab348641,Male,0,1,0,66,College,"Material production",64331,White,English,0,293.30
d6f19bb2-5,Male,0,1,0,50,Basic,"Food preparation",98366,"African american",English,0,226.31
2cab356276,Male,0,1,0,50,Basic,"Food preparation",98366,"African american",English,0,256.26
2cab363e48,Female,0,0,0,55,College,NULL,67477,White,English,0,249.71
2cab371070,Female,0,0,0,44,College,NULL,93925,White,English,0,274.73
2cab37e260,Female,1,1,0,73,"High school",Education,86568,White,Spanish,0,325.38
2cab38be21,Female,1,1,0,29,Basic,"Architecture and engineering",114694,White,English,2,373.31
2cab399043,Male,0,1,0,32,College,"Office administrative support",74538,White,English,5,352.94
2cab3a8087,Female,1,1,0,42,"High school","Sanitation and maintenance",76346,"African american",Spanish,0,319.04
2cab3b5c48,Male,1,1,0,46,College,"Office administrative support",90269,White,Spanish,0,323.86
2cab3c2e98,Female,0,1,0,59,"High school","Business and finance",77788,White,English,0,195.82
2cab3d0a76,Male,0,1,0,59,"High school","Social services",164793,White,Spanish,0,282.93
2cab3df060,Female,0,0,0,69,College,NULL,43414,White,English,0,261.90
2cab3ee052,Male,0,1,0,46,College,Management,96500,White,English,0,266.66
2cab408e13,Male,1,0,0,23,College,NULL,117353,White,Asian,0,337.61
2cab416a46,Male,0,1,0,42,Basic,Sales,89206,White,Spanish,0,266.83
2cab425a33,Male,0,1,0,30,"High school","Construction and extraction",194232,"African american",English,0,307.15
2cab432c26,Female,0,0,0,22,College,NULL,125343,White,English,5,423.75
