customerKey,sex,age,educationLevel
2ca4c9fc16,Female,30,Basic
2cafe30a26,Female,20,College
2cb247b268,Female,80,College
2ca701ae44,Male,23,College
2ca5f38690,Female,61,"High school"
2cab570414,Female,36,College
2cab03bc33,Female,59,College
2cac41f092,Female,30,College
2ca2d46219,Female,40,Basic
2cb1e2b843,Female,54,"High school"
2caf7c0830,Male,48,"High school"
2ca9811880,Female,41,"High school"
2ca8c99e79,Male,37,"High school"
2cb041b097,Male,26,College
2ca4abde80,Male,46,"High school"
2ca9b28c93,Female,42,"High school"
2cabc1da67,Female,41,Basic
2ca7106823,Female,50,"High school"
2ca9d19071,Male,20,"High school"
2ca3523442,Male,29,College
2ca5a8e093,Male,27,College
2ca7f86636,Male,76,"High school"
2cac20bc80,Female,30,"High school"
2ca642e697,Female,18,Basic
2cadfbda11,Female,60,College
2cabcb1c98,Female,43,College
2cab80f841,Male,61,"High school"
2ca81d0000,Male,37,Basic
2ca2153644,Female,66,Basic
2ca874ee11,Male,28,"High school"
2cae75ec36,Female,53,"High school"
2ca2779c40,Female,62,"High school"
2cae48f682,Female,32,"High school"
2ca6560a62,Female,46,"High school"
2ca2a6ea03,Female,42,"High school"
2ca7000035,Female,46,"High school"
2ca4a79c67,Male,31,Basic
2cad796206,Male,74,"High school"
2cb2c14c55,Female,46,College
2ca974e860,Female,56,College
2caa007a94,Female,68,Basic
2ca316fc99,Male,43,"High school"
2ca4d0c842,Male,22,"High school"
2ca5131215,Male,41,"High school"
2cb328f836,Male,61,"High school"
2ca49d5661,Male,43,"High school"
2cae858253,Female,68,"High school"
2ca744d422,Female,64,College
2cac6cc034,Male,31,College
2cae986066,Female,68,"College advanced"
2ca6171263,Female,28,"High school"
2cb106f482,Female,29,"High school"
2cb0fd6254,Female,49,College
2ca427a498,Female,42,"High school"
2cb2f27097,Male,34,"High school"
2ca4f03a49,Female,66,College
2ca84e0685,Male,83,College
2cb03f0865,Female,67,College
2caad43250,Male,48,"High school"
2cacda8451,Female,31,"High school"
2ca3ba9432,Male,31,Basic
2caf9ddc24,Male,39,Basic
2cb24ece54,Male,60,College
2ca8fcd477,Female,26,College
2caf668c65,Female,74,"High school"
2cacc9e018,Male,40,"High school"
2ca811b683,Male,25,"College advanced"
2cb2bdf074,Female,54,"High school"
2cac7d3207,Male,21,"High school"
2ca71db044,Male,80,"High school"
2caca64067,Male,62,"High school"
2ca532c081,Male,77,Basic
2cb2690436,Male,31,"High school"
2ca2c96830,Male,46,College
2ca83c7c34,Female,49,Basic
2cac580220,Female,50,College
2cb0cd2e34,Female,38,College
2cac1d2e99,Male,32,Basic
2ca7839097,Female,32,"High school"
2cae5aa862,Female,76,"High school"
2cb0ced277,Female,59,College
2cb02f2251,Male,27,"High school"
2ca48dac34,Male,76,"High school"
2ca833e437,Female,43,College
2ca4625053,Female,64,"High school"
2ca2fa5a28,Male,54,"High school"
2cae44c883,Male,62,"High school"
2caf798813,Female,71,"College advanced"
2cad331c11,Female,59,College
2ca3d5d807,Male,29,College
2ca9349212,Female,53,College
2cb13f2a94,Female,60,"High school"
2cb2274636,Female,45,"High school"
2caea79c64,Male,25,Basic
2ca25c5805,Male,47,"College advanced"
2cadc11a40,Female,45,College
2ca9943c01,Female,33,"High school"
2ca3e8ca19,Female,73,College
2caa958058,Male,61,College
2ca564f249,Female,41,"College advanced"
2caeb8a455,Male,35,Basic
2cab6a9662,Female,56,"High school"
2ca396d602,Female,25,College
2cae173c63,Female,64,College
2ca9f6f237,Male,71,Basic
2cadea1441,Male,60,College
2caded9829,Male,37,College
2cafd03689,Male,47,"High school"
2ca4eaf408,Female,46,College
2cb1faf074,Male,62,"High school"
2ca6db3e79,Female,32,"High school"
2cb0aa2e07,Female,46,"College advanced"
2ca47b3216,Female,40,College
2cac966e26,Male,64,College
2cac67ac18,Male,67,College
2ca43be049,Male,39,College
2cb1fc9e34,Male,43,Basic
2cac9cb890,Female,41,College
2cae70ba73,Female,23,"College advanced"
2cb297bc21,Female,73,College
2cad0a7c34,Male,26,College
2ca4bc0a65,Female,63,"High school"
2ca7cb6683,Female,32,College
2ca7fc9e09,Female,45,"High school"
2ca8516c91,Male,46,"High school"
2cb26ae408,Female,31,"High school"
2ca5ce9c06,Male,32,College
2cac367e66,Male,63,College
2cab08da68,Female,69,"High school"
2cae2ad878,Male,29,"High school"
2ca46c9668,Male,51,"High school"
2caf641690,Male,50,College
2cae993c44,Female,45,"High school"
2ca81b3e53,Female,32,"High school"
2cb14c1874,Male,41,Basic
2cafa59851,Male,34,"High school"
2caee66c28,Male,27,"High school"
2caae44a30,Female,52,College
2ca5d4fa70,Female,72,"High school"
2cb035ee03,Male,59,College
2cb09d9a03,Male,66,"High school"
2ca9286c88,Female,53,Basic
2ca9d26262,Female,63,"High school"
2ca3988e13,Male,60,Basic
2ca47c3605,Female,65,College
2cb16bd058,Female,30,"College advanced"
2cb1e7ea09,Male,40,"High school"
2ca3590019,Male,60,"High school"
2caa059829,Male,69,"High school"
2ca2e2e077,Female,49,"High school"
2caa26cc30,Male,76,"High school"
2caf543045,Male,19,"High school"
2ca390e629,Female,41,"College advanced"
2ca2398a48,Female,36,"High school"
2ca26ba875,Female,71,College
2cb29bf460,Female,54,"High school"
2caebf5287,Female,69,"High school"
2cb274ee78,Female,50,"High school"
2ca3f40034,Female,38,"High school"
2cb02e5a82,Male,51,"High school"
2ca64ac006,Male,29,"High school"
2cb12fa837,Female,19,"High school"
2cb09a4843,Male,25,Basic
2caebcbe45,Female,51,"High school"
2cae4c5c09,Male,40,College
2cb002fe05,Female,45,"High school"
2ca7711670,Male,37,"High school"
2ca5514c66,Female,61,College
2ca7604011,Female,48,"High school"
2ca89b7262,Female,50,"College advanced"
2caf3ae031,Female,69,"High school"
2cb1f2ee10,Male,75,College
2cac18d828,Male,39,"High school"
2cad8e5c42,Female,24,"High school"
2caa125483,Female,61,"High school"
2cabcf6811,Male,62,"High school"
2cad65da07,Male,32,"High school"
2cadac1601,Female,64,College
2ca2c2b006,Male,58,Basic
2cad626a77,Male,28,"High school"
2cac6d9251,Male,24,"High school"
2cb219d665,Female,41,"High school"
2cab58a848,Male,57,"High school"
2ca9bc2885,Female,35,"High school"
2ca3a39276,Female,67,Basic
2ca2f1a462,Female,38,"High school"
2cadd14649,Female,38,"High school"
2cabc45a78,Female,34,"High school"
2cb0bc9470,Female,51,"High school"
2caf863a07,Female,76,Basic
2ca4501263,Male,22,College
2ca7c6c082,Female,64,College
2cb1ac8a46,Male,61,"High school"
2caa244c66,Male,48,"High school"
2cb1114491,Female,58,College
2cb2790869,Female,49,Basic
2ca8d3e482,Female,36,"High school"
2cadc7e603,Female,65,"College advanced"
2cae633670,Female,32,College
2ca5507006,Female,80,"High school"
2cae18ea42,Male,43,"College advanced"
2caecf7e92,Male,32,College
2caa86c680,Female,30,Basic
2cad7f3e99,Male,56,"High school"
2ca8035694,Male,64,"High school"
2ca50f6647,Male,50,"High school"
2ca50a4835,Female,53,"High school"
2ca4336644,Female,65,College
2caa20dc30,Female,18,"High school"
2cac6e8237,Female,61,Basic
2ca5c19023,Female,62,"High school"
2cab072c34,Male,28,"High school"
2ca94c2088,Female,78,Basic
2cb2a1d050,Female,20,College
2ca347f801,Female,51,"High school"
2cac471854,Female,33,College
2ca55b2406,Female,70,College
2cabed5e17,Male,62,"College advanced"
2cab975a41,Male,59,"High school"
2ca353f670,Female,26,College
2ca566a081,Female,41,"High school"
2ca78ee441,Male,28,"College advanced"
2cab048e10,Female,25,"College advanced"
2cb01f0a57,Male,38,College
2ca24d7607,Male,33,College
2ca238ae24,Male,35,"High school"
2caf981e51,Female,33,"High school"
2cb12c4c29,Female,55,College
2cac5fd253,Female,21,Basic
2cad3f1071,Male,64,"College advanced"
2ca8541437,Female,28,"College advanced"
2ca289ee86,Male,45,"High school"
2cab320642,Male,20,College
2cb05c9a59,Female,32,College
2cb242a832,Male,42,College
2cae6c7802,Female,22,"High school"
2ca9ed9c21,Male,39,"High school"
2cb1d6ba51,Male,59,"High school"
2cb1b01818,Male,38,College
2cb0846872,Female,23,"High school"
2cab621c21,Female,79,College
2cb13e4420,Male,66,"High school"
2ca68e2253,Male,57,"High school"
2ca9986a76,Female,58,College
2caba84e72,Female,44,"High school"
2ca9030026,Male,80,"High school"
2cb2062630,Male,33,College
2cabd2c478,Female,75,"High school"
2ca79e0212,Female,33,"High school"
2cb2d45c24,Male,45,"College advanced"
2ca44bbc56,Male,50,"High school"
2ca682ec28,Male,39,"College advanced"
2caa32a203,Male,32,Basic
2ca459a483,Female,33,"High school"
2cb0bd7000,Female,44,Basic
2ca5542657,Female,66,"College advanced"
2cb2bc3895,Male,31,"High school"
2cac9b0056,Female,54,"High school"
2caef15c67,Female,60,"High school"
2caa85f419,Female,21,"High school"
2caa4e0e74,Male,71,Basic
2cac3e6c90,Male,73,"High school"
2ca4e22057,Female,48,"High school"
2ca7802a85,Male,66,College
2cadf28e39,Female,77,"High school"
2cacf1a414,Female,61,"High school"
2cb087b096,Male,64,"College advanced"
2caffdf432,Male,43,"High school"
2cac78e693,Female,53,"High school"
2cb0735649,Female,64,"High school"
2cadadf610,Female,34,"High school"
2cae039602,Female,37,"High school"
2ca6722007,Male,25,"High school"
2cac60a413,Male,44,"College advanced"
2ca62db046,Male,38,"High school"
2cad584282,Male,59,College
2cad054a86,Female,24,"High school"
2cb192a411,Female,69,"High school"
2ca8218830,Female,20,"College advanced"
2cacbb4424,Female,35,"High school"
2cb135ac23,Female,34,College
2cb0e92617,Male,60,"High school"
2caae6ca66,Male,59,"College advanced"
2cb1ad5c64,Male,62,College
2ca3c23281,Female,68,College
2ca2eae215,Female,20,"High school"
2caa9a8a13,Male,44,College
2ca7d56629,Female,43,"High school"
2cb32ee869,Male,58,College
2ca2b91488,Male,51,"College advanced"
2caa022880,Female,63,College
2caeefa420,Female,49,College
2cb0b1ea36,Male,50,"High school"
2ca488b692,Male,50,College
2cb285d825,Female,32,College
2cab983655,Female,23,"High school"
2ca92bd267,Female,53,"College advanced"
2cae4b8a11,Male,51,"High school"
2ca7486c34,Female,36,"College advanced"
2caf755a71,Female,30,College
2ca28d5465,Female,43,College
2cacc13483,Male,43,"High school"
2cae337025,Female,62,"College advanced"
2cae71aa75,Male,39,"High school"
2ca7ae6047,Male,56,"High school"
2caa92c440,Male,78,"College advanced"
2cb0f80803,Female,72,"High school"
2ca97da800,Female,69,"High school"
2cb2efd243,Male,38,"High school"
2ca2bc7a41,Female,28,College
2cb270a206,Female,71,"College advanced"
2caa9c4c87,Male,56,"High school"
2cad8f4c52,Male,18,College
2caa6a8888,Male,27,"High school"
2cb1271a97,Male,20,Basic
2ca8febe09,Male,49,"College advanced"
2ca2b04a01,Female,62,"High school"
2ca8bf2693,Female,40,College
2cb3036406,Male,73,"College advanced"
2ca276b626,Female,39,"High school"
2ca4d1b851,Female,23,"High school"
2cb118ec81,Female,58,College
2ca8f96e07,Female,60,"High school"
2caa3ea026,Male,57,"High school"
2ca4f52670,Male,56,"College advanced"
2ca5525006,Female,62,"High school"
2ca2d2aa47,Female,39,College
2ca9862239,Female,67,"College advanced"
2cae608424,Male,59,College
2caca01e50,Female,56,"High school"
2ca5f71445,Male,53,"High school"
2cac8dcc63,Male,22,"High school"
2caefc9237,Female,53,College
2cab065047,Female,23,College
2caee08693,Female,42,College
2ca9d68679,Female,63,College
2caf7f5a18,Female,30,College
2cac403893,Male,51,"High school"
2caf1dda66,Female,56,College
2ca8b1f236,Male,48,College
2ca2580c60,Male,52,"High school"
2ca3299451,Male,70,Basic
2ca5fb5652,Female,51,"High school"
2ca59ad041,Female,50,"High school"
2cb077c034,Male,42,"High school"
2caeceac32,Male,40,College
2caec55669,Female,28,"High school"
2ca947a253,Male,22,"High school"
2ca87b1008,Male,49,"High school"
2cb2c8ae71,Male,37,Basic
2cae676426,Female,35,Basic
2ca56dbc19,Male,49,"High school"
2cada0f474,Male,64,"High school"
2cab187007,Male,49,Basic
2caa02fa84,Female,22,"High school"
2cad44ec43,Male,63,Basic
2cb3051c14,Male,75,"High school"
2caa7e4c56,Male,36,"High school"
2cb1b87e26,Male,41,College
2caa2d8e62,Male,18,College
2caa2f3201,Male,49,"High school"
2cb066cc25,Female,77,"High school"
2cb30a5858,Male,75,"College advanced"
2ca5b28670,Female,46,"College advanced"
2cb2386c01,Male,60,"High school"
2cac7a9e47,Female,84,Basic
2cad418625,Female,56,"College advanced"
2ca4308c45,Female,25,"High school"
2caa8da663,Male,36,"High school"
2ca904ae88,Female,56,"High school"
2cac137467,Female,53,"High school"
2cb191d236,Male,42,"High school"
2ca46a1680,Male,58,"High school"
2ca3449c14,Female,64,College
2ca68c6a76,Male,20,Basic
2ca7258065,Female,30,"High school"
2ca3098283,Female,42,Basic
2cac4b6e79,Male,52,"College advanced"
2caf088697,Female,42,Basic
2ca565ce24,Female,37,"College advanced"
2ca3d27296,Male,41,College
2cabec8c51,Female,30,College
2caaba1a40,Female,63,Basic
2ca8bc5646,Female,69,College
2ca71bda46,Male,41,"High school"
2ca5be0c20,Female,54,Basic
2ca9a2ec51,Male,48,College
2ca8306016,Male,56,College
2ca5d24807,Female,52,"High school"
2ca9356497,Male,35,"High school"
2ca37c6e60,Male,72,"High school"
2ca82cf039,Female,71,"High school"
2caa73e894,Female,40,"College advanced"
2cb0cab877,Female,28,"College advanced"
2caf163235,Male,47,College
2ca6c64e44,Male,19,College
2cafbf1a78,Male,68,"High school"
2cb0694202,Female,53,College
2ca54aee60,Female,41,College
2ca3a62682,Male,63,College
2cb22e5833,Female,22,"High school"
2ca3147270,Female,50,"High school"
2cada77076,Male,29,"College advanced"
2ca752bc16,Male,27,"High school"
2ca75f5a34,Male,47,"High school"
2cb0b95664,Female,50,College
2caa7d7011,Male,23,College
2cb1557843,Male,56,"High school"
2caa0a9803,Female,46,College
2ca253c057,Female,32,College
2cb0586215,Female,41,Basic
2cb1237838,Male,69,College
2cabd1e827,Male,82,"High school"
2caccabc08,Female,57,Basic
2ca967fa24,Male,62,"High school"
2ca34d1669,Male,38,College
2cb2b47277,Male,45,"High school"
2cb02bda99,Male,57,College
2ca3efb413,Male,23,"High school"
2cb27e4488,Female,23,"High school"
2caa723a38,Female,63,"High school"
2ca313a064,Female,21,"High school"
2cb10c3a84,Male,40,"High school"
2ca7810642,Female,33,Basic
2cae103e54,Male,45,"College advanced"
2ca38c9a44,Male,43,"High school"
2cacfd8e87,Female,35,College
2ca483f290,Male,40,"High school"
2cb25a9a79,Male,45,College
2cac993471,Male,32,College
2ca46bc430,Male,52,"High school"
2cadbf6c41,Male,27,Basic
2ca9871c31,Female,61,College
2ca76f5e83,Female,77,College
2caf06ba98,Female,19,College
2ca218a616,Male,37,"High school"
2caa1aec66,Male,18,"High school"
2cab8a4e17,Female,39,College
2caa8a2c29,Male,64,College
2ca4387a12,Male,62,"High school"
2ca53b8001,Male,20,"High school"
2cad6fee08,Male,40,"College advanced"
2caff4c660,Male,80,Basic
2cb1e62855,Male,79,"High school"
2cb1181a53,Male,35,College
2cadf43258,Female,84,"High school"
2cb1729c43,Male,47,College
2cae9ff457,Male,24,College
2ca87a2093,Male,43,"High school"
2ca55ee471,Male,72,"High school"
2cb16cac45,Female,68,College
2ca6af3830,Female,24,"College advanced"
2cab4bb053,Male,72,College
2cabc87e71,Female,18,Basic
2ca8c29655,Female,83,"College advanced"
2cb20c4866,Male,26,"High school"
2ca90c9271,Male,52,"High school"
2cac87be36,Male,78,"College advanced"
2ca3af8647,Female,57,Basic
2cb25fa460,Female,56,"College advanced"
2ca7424a23,Female,26,Basic
2ca8ec7664,Female,32,College
2ca649bc57,Male,22,"High school"
2cab1f5a10,Male,34,Basic
2cafd3a659,Male,21,Basic
2ca79c1824,Male,18,College
2ca3472697,Female,61,"High school"
2caf0cbe59,Female,29,College
2cae625a75,Female,47,College
2ca2e9fc57,Female,25,Basic
2ca7ddf401,Male,34,"College advanced"
2cb0728488,Male,59,College
2ca4b4d055,Female,39,College
2cb1b0ea49,Male,70,"High school"
2ca97ae236,Female,26,"High school"
2ca8c00268,Female,52,"High school"
2cb128c870,Male,58,Basic
2ca6473216,Female,58,"College advanced"
2ca8129232,Female,62,"College advanced"
2ca522bc57,Male,70,College
2cb199ac27,Female,41,College
2caddd4e73,Male,39,College
2cb1452e62,Female,76,College
2ca6070e93,Male,74,Basic
2caca2d022,Female,51,College
2ca2adb657,Male,41,College
2cb259be48,Female,50,"High school"
2cb07e5069,Male,18,College
2caa9fd096,Male,82,"High school"
2cabdb7a48,Male,25,"High school"
2ca203a273,Male,66,"High school"
2cad426217,Female,37,"High school"
2ca839f255,Male,42,"High school"
2caf802c97,Male,68,"High school"
2cae518e77,Male,67,"High school"
2cb2d6dc43,Male,52,College
2cae555829,Female,44,"High school"
2cb0f72c34,Female,57,"High school"
2cb2cf4899,Male,79,"College advanced"
2cb1e39473,Female,24,"College advanced"
2cb0789213,Male,73,"High school"
2cb2130096,Female,64,"College advanced"
2cae1fd427,Male,26,College
2caa4ee015,Female,42,"College advanced"
2cb06f1e93,Female,38,"High school"
2ca4e94625,Female,29,Basic
2cab5eca08,Female,24,College
2cab2bee80,Male,49,"High school"
2cac19b475,Male,41,"High school"
2cb13ab644,Male,49,"High school"
2ca7d1ba89,Male,49,College
2ca9217884,Male,66,"College advanced"
2ca2275634,Male,70,"High school"
2ca96aa299,Male,51,"High school"
2ca4798434,Female,36,"High school"
2cb0183e71,Male,62,College
2cad8b1424,Female,33,"High school"
2ca5d86099,Female,21,Basic
2ca6be5684,Female,34,College
2cb15e3822,Female,57,"High school"
2ca88f7e34,Female,55,"High school"
2caccfe451,Female,38,"High school"
2cad112086,Male,48,"High school"
2ca8be2c10,Male,61,"High school"
2cacea1a30,Female,36,"High school"
2cb1e53856,Female,64,College
2cb18b9c43,Male,61,"High school"
2cb1a85226,Female,64,"High school"
2cb32c4a44,Male,45,Basic
2ca6ea3487,Male,18,"High school"
2cb0796474,Male,18,College
2ca74f3817,Female,78,"High school"
2caa5dcc47,Male,51,College
2ca56bf012,Female,53,"College advanced"
2ca264dc29,Male,60,College
2ca5291058,Female,30,Basic
2ca36dbe56,Female,26,"High school"
2caaa82268,Female,34,College
2ca29bdc86,Female,26,"High school"
2cb2928a94,Male,71,College
2cafc6c212,Male,68,College
2ca2a2a807,Male,64,"High school"
2caa0b7e34,Female,42,College
2caf585405,Male,50,"High school"
2ca9015203,Female,37,College
2ca7e8b282,Male,75,"High school"
2caea44a26,Female,48,"High school"
2ca9530019,Male,71,Basic
2cb0a54242,Male,51,College
2cb22f2a11,Female,64,College
2ca65ccc62,Female,61,College
2ca49ab881,Female,67,"High school"
2cab1be086,Male,24,"High school"
2ca2617692,Male,40,College
2caf82de91,Male,49,Basic
2ca6449e09,Male,27,College
2caba42031,Female,27,Basic
2ca21dd849,Female,34,"High school"
2ca27a3096,Female,64,"High school"
2caaedaa44,Male,79,"High school"
2cacaa8245,Female,33,"High school"
2ca5370236,Female,29,"High school"
2ca45dfa93,Male,51,"College advanced"
2cad070c13,Female,53,"College advanced"
2ca8a0c294,Female,27,Basic
2cacf00087,Male,25,College
2cb280e261,Female,31,"High school"
2ca8594692,Male,56,College
2caaf70a19,Female,46,College
2cae8b6834,Female,74,Basic
2ca3d7b847,Male,23,"College advanced"
2cb11e2899,Male,45,"High school"
2ca40e6860,Female,83,College
2cb1701c09,Female,56,"College advanced"
2ca6308a67,Male,59,College
2cb1c6de83,Male,26,"High school"
2ca70dde73,Female,75,College
2ca7ec4a83,Female,79,"High school"
2cb22ade16,Male,48,College
2cb1ef9c18,Female,42,Basic
2ca6705403,Female,47,"College advanced"
2cad0f8618,Male,45,"College advanced"
2cafb78660,Female,61,Basic
2ca3900a63,Male,47,"High school"
2caa237a13,Female,48,"High school"
2ca5da1898,Male,56,"High school"
2cac748699,Female,42,"High school"
2ca98f1456,Male,55,College
2cad291204,Female,58,"College advanced"
2caf692089,Female,32,"High school"
2ca8586a10,Male,79,College
2ca4a5da41,Female,66,Basic
2cb01abe35,Male,37,"High school"
2cb0753687,Male,53,"College advanced"
2ca2361021,Male,26,"High school"
2cac11bc76,Male,62,Basic
2cac160860,Female,57,"High school"
2caaf63832,Male,57,"High school"
2caf5bb021,Male,19,"College advanced"
2cb0e7c823,Female,44,"College advanced"
2cae7b5087,Male,37,College
2cae15a242,Female,28,"High school"
2caa04c642,Male,59,"High school"
2ca4770442,Male,30,"High school"
2ca4ae5e56,Female,25,College
2cb1564a50,Male,27,Basic
2caf46ac00,Female,57,College
2ca21f9a27,Male,62,"High school"
2cb1df5287,Male,46,"High school"
2cad852e87,Male,33,College
2cabc96421,Female,19,"High school"
2cb0f20407,Female,40,"College advanced"
2ca6324264,Female,29,"High school"
2cb2741c03,Female,63,"High school"
2caafdea15,Female,29,"High school"
2ca4161a16,Male,50,College
2cb0169a76,Female,58,"High school"
2ca487d014,Female,52,"High school"
2ca9a06c11,Female,62,College
2ca71f7c21,Female,54,"High school"
2cab2da633,Male,40,"High school"
2caa98dc78,Male,20,College
2ca85e6e83,Male,59,"High school"
2cadb78880,Male,20,"High school"
2ca6686648,Female,55,"College advanced"
2cb1d79616,Male,51,"High school"
2ca3cfc001,Female,62,College
2ca89ef670,Female,39,"High school"
2cb23bd239,Male,60,"High school"
2cae474851,Female,61,"High school"
2caac8a287,Female,35,College
2ca2f50a02,Female,65,College
2caa74d887,Female,19,College
2cac244040,Female,38,"College advanced"
2ca366d482,Male,29,"High school"
2cae9c8e73,Female,59,"High school"
2caf45da29,Female,41,"High school"
2cafd64e33,Male,77,College
2cacf96a65,Female,18,Basic
2ca323a483,Female,33,"College advanced"
2ca7b0ea35,Female,81,"College advanced"
2cb318ae58,Male,36,Basic
2ca2b5a472,Male,40,College
2ca8471c16,Female,80,College
2cb05fe212,Female,19,College
2cb1316a23,Male,45,"High school"
2cac9d9465,Male,20,Basic
2ca8aa4061,Female,83,College
2ca6791416,Female,70,"High school"
2ca3fc8469,Female,76,College
2cb2395237,Female,29,"High school"
2cad828636,Male,46,College
2caa014c22,Female,24,College
2ca841d672,Male,40,"College advanced"
2cabefde15,Male,69,College
2ca56f7425,Female,24,"High school"
2ca45fa867,Female,23,"High school"
2ca4a86e15,Male,47,"High school"
2ca9559473,Female,55,College
2ca4959a35,Female,70,"College advanced"
2cb07a3694,Male,28,College
2cb30b3429,Female,39,"College advanced"
2cafe22e91,Female,45,College
2caf0bec30,Female,32,College
2cb0ba1e98,Male,53,"High school"
2cacac3a74,Male,40,"High school"
2ca9928e47,Male,32,"High school"
2cab7bc691,Male,56,College
2ca946a894,Male,58,"High school"
2cae89a608,Female,53,"High school"
2cad7cc891,Male,56,"College advanced"
2ca473a885,Female,48,"High school"
2ca8baa850,Male,56,"High school"
2ca816fc42,Male,63,"High school"
2ca925ba35,Female,28,"College advanced"
2ca3e71c60,Female,32,"College advanced"
2cb1e98e51,Female,27,"High school"
2cab4ad402,Female,68,"High school"
2cb08bca87,Female,78,"High school"
2ca7781e50,Female,34,College
2ca2b75220,Male,35,College
2caa6ee880,Female,70,College
2ca962d224,Male,23,College
2caaeb1604,Male,64,"High school"
2cb1fa1e40,Male,64,"High school"
2ca2986c45,Male,29,"High school"
2cb1324613,Male,72,Basic
2ca7a4ce88,Female,37,College
2cb2cb1027,Male,29,Basic
2cb2047822,Female,29,"High school"
2cb03e3641,Female,66,"High school"
2ca2934e87,Female,61,"High school"
2caa4fb268,Male,62,"College advanced"
2ca6ff2477,Male,39,"High school"
2caf7e8848,Male,47,"High school"
2ca8bb7a70,Male,52,College
2caafd0e84,Male,56,"High school"
2cab3fbc29,Male,18,"High school"
2cb1375078,Male,40,College
2ca5ff0c39,Male,62,"High school"
2cb01d4847,Female,25,College
2ca9741674,Male,33,"High school"
2cb2e6fe81,Female,31,"High school"
2ca3d09c88,Male,73,Basic
2ca9670a46,Male,70,Basic
2cad642250,Female,52,"College advanced"
2ca3bc4294,Female,55,College
2cae24de09,Male,29,College
2ca24ae258,Male,28,College
2ca48cda56,Male,32,Basic
2ca9128264,Male,37,"College advanced"
2ca5238e18,Female,53,College
2ca9152a08,Male,28,"High school"
2ca2c6e883,Male,57,"High school"
2ca6bd5c72,Male,48,College
2cb1308427,Female,42,College
2ca348de73,Female,48,"High school"
2ca379da19,Male,62,College
2ca3eed891,Female,41,College
2cafddce55,Female,66,"High school"
2ca72d8269,Male,65,"High school"
2cb2b56285,Male,41,Basic
2cb1788254,Male,20,"High school"
2cabfac451,Male,44,Basic
2cb1d36845,Female,84,College
2caebbec27,Female,61,Basic
2caad95090,Male,59,"High school"
2ca62b1c96,Female,73,"High school"
2cae096862,Female,63,College
2ca6cf2215,Male,57,"High school"
2cb2445635,Female,76,"College advanced"
2cacdf3424,Male,71,College
2ca8ff9a15,Male,51,College
2caf519c75,Female,44,Basic
2ca8d77c25,Female,61,"High school"
2ca8acca97,Male,60,College
2ca82ea871,Female,47,"High school"
2cb14a5609,Female,35,"High school"
2ca60e2060,Male,44,"High school"
2cb24a9675,Female,31,Basic
2cb2549619,Male,57,"High school"
2cad350643,Female,42,"High school"
2cb2b7d803,Male,42,"College advanced"
2caf44fe97,Female,53,"College advanced"
2ca2230a98,Female,32,College
2cad0d0647,Male,60,"High school"
2caeacba19,Female,23,"High school"
2ca66ea623,Male,21,College
2ca3743a11,Male,32,College
2cabe31839,Male,53,"High school"
2cad7e6c50,Female,36,College
2cab5fa637,Female,73,"High school"
2ca58db082,Male,43,"High school"
2cb2165210,Male,22,"College advanced"
2ca87e7623,Female,44,College
2cb32fba39,Female,28,College
2ca910d415,Male,22,"High school"
2caf50ca57,Female,69,College
2cb33b9091,Male,63,"High school"
2ca8843443,Female,44,Basic
2ca4a42270,Female,51,"College advanced"
2caa2e6085,Female,71,College
2ca360da91,Female,64,"High school"
2cb2717430,Female,41,"High school"
2caa5ade32,Male,59,"College advanced"
2cb19ede71,Female,45,"High school"
2cab914c80,Male,43,College
2ca4f6d476,Male,43,"High school"
2cafafc000,Male,39,College
2cb29a4618,Female,52,"High school"
2cab57d607,Female,70,College
2ca4dd0232,Female,50,Basic
2cab22b697,Female,80,College
2cacafd216,Female,57,College
2cb32a9c15,Female,52,"College advanced"
2ca37fde98,Male,42,"High school"
2ca8d06a92,Female,75,College
2cae7cf499,Female,57,Basic
2cadd57479,Male,43,"High school"
2ca5a63802,Female,58,"High school"
2cb2ee2439,Female,74,"High school"
2ca5246a76,Female,24,Basic
2ca9a56c63,Male,32,"College advanced"
2cb330a007,Male,70,"High school"
2cb1ec2c42,Male,56,"High school"
2caaf7dc81,Male,18,College
2ca7bef056,Female,57,College
2ca53f5420,Female,37,"High school"
2ca4ab0290,Male,56,"College advanced"
2cad469024,Male,27,"High school"
2cb1fd7019,Male,74,"College advanced"
2cad96ea91,Male,47,"High school"
2cabd56210,Male,40,"High school"
2cac152c11,Female,37,"High school"
2ca7d8d679,Female,23,"High school"
2caa177277,Male,56,"High school"
2ca7b1c645,Male,64,"High school"
2caeeed289,Male,20,"High school"
2ca9e95029,Male,60,College
2cb207f292,Female,26,College
2ca478b261,Female,69,"High school"
2cb2878694,Female,27,Basic
2cb18aca67,Female,47,"High school"
2ca4549076,Male,60,"High school"
2cb228fe10,Male,52,College
2cabcce803,Female,49,"High school"
2cad324038,Female,20,Basic
2caf23c094,Male,64,College
2caeec5c72,Male,64,Basic
2cb2cbe234,Male,58,Basic
2ca72ca605,Female,24,"High school"
2caf274e03,Male,27,"High school"
2ca530cc06,Female,46,Basic
2cb19aa672,Female,74,"College advanced"
2cace87617,Female,70,Basic
2cb291b860,Female,34,College
2ca74af665,Female,59,"High school"
2ca3652603,Female,66,"College advanced"
2cabd80013,Female,22,"High school"
2cb1099c69,Female,69,Basic
